epoch ,train/box_loss ,train/cls_loss ,train/dfl_loss ,metrics/precision(B) ,metrics/recall(B) ,metrics/mAP50(B) ,metrics/mAP50-95(B) ,val/box_loss ,val/cls_loss ,val/dfl_loss ,lr/pg0    ,lr/pg1    ,lr/pg2
  439 ,        1.2694 ,        1.1762 ,        1.2491 ,             0.80908 ,          0.64253 ,         0.7439  ,            0.51505 ,      1.0643 ,     0.83122 ,      1.0937 ,0.002773  ,0.002773  ,0.002773
  440 ,        1.2706 ,        1.1818 ,        1.2498 ,             0.81205 ,          0.64081 ,         0.74383 ,            0.51526 ,      1.0643 ,     0.83146 ,      1.0941 ,0.0027565 ,0.0027565 ,0.0027565
  441 ,        1.2674 ,        1.1763 ,        1.2477 ,             0.81074 ,          0.63979 ,         0.74382 ,            0.51541 ,      1.0634 ,     0.83231 ,      1.0935 ,0.00274   ,0.00274   ,0.00274
  442 ,        1.2687 ,        1.1734 ,        1.2474 ,             0.80846 ,          0.63988 ,         0.74373 ,            0.51535 ,      1.0631 ,     0.83177 ,      1.0936 ,0.0027235 ,0.0027235 ,0.0027235
  443 ,        1.2709 ,        1.1762 ,        1.2499 ,             0.81312 ,          0.63923 ,         0.74381 ,            0.51555 ,      1.0634 ,     0.83169 ,      1.0938 ,0.002707  ,0.002707  ,0.002707
  444 ,        1.2704 ,        1.1731 ,        1.2482 ,             0.8111  ,          0.63946 ,         0.74341 ,            0.51535 ,      1.0629 ,     0.83143 ,      1.0931 ,0.0026905 ,0.0026905 ,0.0026905
  445 ,        1.2701 ,        1.1754 ,        1.248  ,             0.81151 ,          0.64016 ,         0.7438  ,            0.51561 ,      1.0629 ,     0.8308  ,      1.0927 ,0.002674  ,0.002674  ,0.002674
  446 ,        1.2671 ,        1.1726 ,        1.2475 ,             0.81315 ,          0.63932 ,         0.74442 ,            0.51612 ,      1.0626 ,     0.83015 ,      1.0925 ,0.0026575 ,0.0026575 ,0.0026575
  447 ,        1.268  ,        1.1709 ,        1.2456 ,             0.81296 ,          0.63963 ,         0.74414 ,            0.516   ,      1.0625 ,     0.82986 ,      1.0923 ,0.002641  ,0.002641  ,0.002641
  448 ,        1.2665 ,        1.1734 ,        1.2464 ,             0.81181 ,          0.63932 ,         0.74432 ,            0.51617 ,      1.0627 ,     0.8303  ,      1.0925 ,0.0026245 ,0.0026245 ,0.0026245
  449 ,        1.2674 ,        1.1716 ,        1.2468 ,             0.81125 ,          0.64137 ,         0.74456 ,            0.51605 ,      1.0623 ,     0.83069 ,      1.092  ,0.002608  ,0.002608  ,0.002608
  450 ,        1.2646 ,        1.1706 ,        1.2436 ,             0.81074 ,          0.64248 ,         0.74462 ,            0.51646 ,      1.0623 ,     0.83049 ,      1.0914 ,0.0025915 ,0.0025915 ,0.0025915
  451 ,        1.2646 ,        1.1681 ,        1.2454 ,             0.80818 ,          0.64489 ,         0.74439 ,            0.51666 ,      1.0616 ,     0.83012 ,      1.0906 ,0.002575  ,0.002575  ,0.002575
  452 ,        1.264  ,        1.1646 ,        1.2434 ,             0.80707 ,          0.64318 ,         0.74498 ,            0.51643 ,      1.0616 ,     0.83012 ,      1.0908 ,0.0025585 ,0.0025585 ,0.0025585
  453 ,        1.2625 ,        1.1645 ,        1.2422 ,             0.80526 ,          0.64331 ,         0.74439 ,            0.51638 ,      1.0609 ,     0.82902 ,      1.0903 ,0.002542  ,0.002542  ,0.002542
  454 ,        1.2628 ,        1.163  ,        1.2448 ,             0.80661 ,          0.64243 ,         0.74421 ,            0.51663 ,      1.0603 ,     0.82876 ,      1.0897 ,0.0025255 ,0.0025255 ,0.0025255
  455 ,        1.261  ,        1.1651 ,        1.242  ,             0.80678 ,          0.64316 ,         0.74454 ,            0.51719 ,      1.0603 ,     0.8285  ,      1.0892 ,0.002509  ,0.002509  ,0.002509
  456 ,        1.2638 ,        1.1657 ,        1.2437 ,             0.80905 ,          0.64164 ,         0.74486 ,            0.51693 ,      1.0604 ,     0.82752 ,      1.0886 ,0.0024925 ,0.0024925 ,0.0024925
  457 ,        1.2625 ,        1.1675 ,        1.2426 ,             0.8115  ,          0.63942 ,         0.74519 ,            0.51715 ,      1.0605 ,     0.82778 ,      1.0882 ,0.002476  ,0.002476  ,0.002476
  458 ,        1.2639 ,        1.1637 ,        1.2438 ,             0.80746 ,          0.64257 ,         0.74486 ,            0.51702 ,      1.06   ,     0.82809 ,      1.0881 ,0.0024595 ,0.0024595 ,0.0024595
  459 ,        1.26   ,        1.1629 ,        1.2414 ,             0.80627 ,          0.64337 ,         0.74564 ,            0.51755 ,      1.06   ,     0.82636 ,      1.0879 ,0.002443  ,0.002443  ,0.002443
  460 ,        1.2607 ,        1.1612 ,        1.2413 ,             0.80742 ,          0.64113 ,         0.74478 ,            0.51724 ,      1.0597 ,     0.82648 ,      1.0875 ,0.0024265 ,0.0024265 ,0.0024265
  461 ,        1.2625 ,        1.1629 ,        1.2412 ,             0.80944 ,          0.64048 ,         0.74508 ,            0.51751 ,      1.059  ,     0.82584 ,      1.0871 ,0.00241   ,0.00241   ,0.00241
  462 ,        1.2562 ,        1.1612 ,        1.241  ,             0.81119 ,          0.63951 ,         0.74554 ,            0.51733 ,      1.0589 ,     0.82623 ,      1.087  ,0.0023935 ,0.0023935 ,0.0023935
  463 ,        1.2583 ,        1.1637 ,        1.2415 ,             0.80953 ,          0.64047 ,         0.74517 ,            0.51695 ,      1.0583 ,     0.8254  ,      1.0869 ,0.002377  ,0.002377  ,0.002377
  464 ,        1.2607 ,        1.1623 ,        1.2404 ,             0.81669 ,          0.63775 ,         0.74633 ,            0.5173  ,      1.0577 ,     0.82503 ,      1.0858 ,0.0023605 ,0.0023605 ,0.0023605
  465 ,        1.258  ,        1.1575 ,        1.2401 ,             0.81063 ,          0.64186 ,         0.74569 ,            0.51768 ,      1.0568 ,     0.82521 ,      1.0853 ,0.002344  ,0.002344  ,0.002344
  466 ,        1.2557 ,        1.1571 ,        1.2398 ,             0.81139 ,          0.64072 ,         0.74606 ,            0.51768 ,      1.0569 ,     0.82484 ,      1.0855 ,0.0023275 ,0.0023275 ,0.0023275
  467 ,        1.2577 ,        1.1569 ,        1.2392 ,             0.80944 ,          0.64192 ,         0.74663 ,            0.51764 ,      1.0573 ,     0.82478 ,      1.0863 ,0.002311  ,0.002311  ,0.002311
  468 ,        1.2513 ,        1.1555 ,        1.2367 ,             0.80954 ,          0.64327 ,         0.74649 ,            0.51795 ,      1.0563 ,     0.82407 ,      1.0857 ,0.0022945 ,0.0022945 ,0.0022945
  469 ,        1.2566 ,        1.155  ,        1.2389 ,             0.81258 ,          0.64257 ,         0.7473  ,            0.51849 ,      1.0566 ,     0.82372 ,      1.0851 ,0.002278  ,0.002278  ,0.002278
  470 ,        1.2575 ,        1.1616 ,        1.2394 ,             0.81297 ,          0.64212 ,         0.74725 ,            0.51858 ,      1.0565 ,     0.82369 ,      1.0851 ,0.0022615 ,0.0022615 ,0.0022615
  471 ,        1.2559 ,        1.1576 ,        1.2393 ,             0.80815 ,          0.64601 ,         0.74743 ,            0.51917 ,      1.0563 ,     0.82285 ,      1.0854 ,0.002245  ,0.002245  ,0.002245
  472 ,        1.2522 ,        1.1516 ,        1.236  ,             0.80709 ,          0.64387 ,         0.74665 ,            0.51881 ,      1.0561 ,     0.82335 ,      1.0854 ,0.0022285 ,0.0022285 ,0.0022285
  473 ,        1.2539 ,        1.154  ,        1.2366 ,             0.80846 ,          0.64276 ,         0.74667 ,            0.51899 ,      1.0554 ,     0.82371 ,      1.0848 ,0.002212  ,0.002212  ,0.002212
  474 ,        1.2508 ,        1.1483 ,        1.2359 ,             0.81029 ,          0.64324 ,         0.74695 ,            0.51886 ,      1.0565 ,     0.82402 ,      1.0852 ,0.0021955 ,0.0021955 ,0.0021955
  475 ,        1.2497 ,        1.1518 ,        1.2371 ,             0.81098 ,          0.64174 ,         0.74676 ,            0.519   ,      1.056  ,     0.82452 ,      1.0846 ,0.002179  ,0.002179  ,0.002179
  476 ,        1.2528 ,        1.1535 ,        1.2382 ,             0.81343 ,          0.64155 ,         0.74731 ,            0.5192  ,      1.0553 ,     0.82388 ,      1.0843 ,0.0021625 ,0.0021625 ,0.0021625
  477 ,        1.2561 ,        1.1513 ,        1.2354 ,             0.8108  ,          0.64341 ,         0.7476  ,            0.51934 ,      1.0552 ,     0.82445 ,      1.0845 ,0.002146  ,0.002146  ,0.002146
  478 ,        1.251  ,        1.1494 ,        1.2341 ,             0.8088  ,          0.64569 ,         0.74754 ,            0.51947 ,      1.0558 ,     0.82387 ,      1.0849 ,0.0021295 ,0.0021295 ,0.0021295
  479 ,        1.2495 ,        1.1499 ,        1.2361 ,             0.81341 ,          0.64341 ,         0.74806 ,            0.5194  ,      1.0553 ,     0.82351 ,      1.0844 ,0.002113  ,0.002113  ,0.002113
  480 ,        1.2493 ,        1.1487 ,        1.2347 ,             0.8099  ,          0.64619 ,         0.74748 ,            0.51941 ,      1.0553 ,     0.82314 ,      1.0843 ,0.0020965 ,0.0020965 ,0.0020965
  481 ,        1.2521 ,        1.1475 ,        1.2351 ,             0.80789 ,          0.64684 ,         0.74741 ,            0.51951 ,      1.0552 ,     0.82273 ,      1.0842 ,0.00208   ,0.00208   ,0.00208
  482 ,        1.2475 ,        1.1442 ,        1.2323 ,             0.80814 ,          0.64675 ,         0.74747 ,            0.5201  ,      1.0549 ,     0.82242 ,      1.0844 ,0.0020635 ,0.0020635 ,0.0020635
  483 ,        1.2509 ,        1.1472 ,        1.2314 ,             0.80896 ,          0.64563 ,         0.74733 ,            0.51927 ,      1.0542 ,     0.8217  ,      1.0838 ,0.002047  ,0.002047  ,0.002047
  484 ,        1.246  ,        1.1439 ,        1.2308 ,             0.80972 ,          0.6452  ,         0.74767 ,            0.51954 ,      1.054  ,     0.82151 ,      1.084  ,0.0020305 ,0.0020305 ,0.0020305
  483 ,        1.2321 ,        1.124  ,        1.2228 ,             0.80724 ,          0.64659 ,         0.74758 ,            0.51991 ,      1.0538 ,     0.82124 ,      1.0837 ,0.002047  ,0.002047  ,0.002047
  484 ,        1.2389 ,        1.1357 ,        1.2279 ,             0.80754 ,          0.64684 ,         0.7483  ,            0.52001 ,      1.053  ,     0.82094 ,      1.0833 ,0.0020305 ,0.0020305 ,0.0020305
  485 ,        1.2421 ,        1.1362 ,        1.2298 ,             0.80502 ,          0.64782 ,         0.74841 ,            0.52026 ,      1.0526 ,     0.82017 ,      1.0829 ,0.002014  ,0.002014  ,0.002014
  
